,text,label
3304,不顾疼痛的伤害一颗真爱的心，不要再以爱的名义泛滥卑微多余的情感。,0
3305,放弃，也许是我唯一能给自己的解脱，埋葬自己所有的好。,0
3306,我知道所有人的结局，却唯独不知道自己的结局，以前一直是旁观者的角度 看着个人走向他们的结局，如今自己也被拖进了这幕戏中，将来我该何去何从。,0
3307,维族歌舞音乐真好亞克西  喀什最富丽堂皇的维族餐厅，也有这样的舞蹈，这样的乐队，这样欢快的氛围。,1
3308,你这么诱惑人是不对的！！！,1
3309,领子别开得这么低！！！,1
3310,表情别这么的无辜！！！,1
3311,韩少爷！！！,1
3312,考试面试前一天还熬夜刷消息；骄傲的说我是东方神起的仙后；,1
3313,恣意七载青春，感谢有你相伴,1
3314,赞同于老师的态度。,1
3315,忽然发现把球打好的方法，就是睡眠时间不能超过五小时，早餐不能吃的太饱，最好不吃，把自己搞得非常疲惫，这样才能做到不发力，准确性大大提高啊。,1
3316,宝宝。[爱你]。,1
3317,麻麻泪奔了。,1
3318,就冲着你这几句感谢的话。,1
3319,努力去见你。[泪][泪][泪][泪],0
3320,为神马不排名学术科技？,0
3321,拜金是中国教育死结，务必尽快解开！,0
3322,啊哈哈哈哈哈！,1
3323,没想到这么快就收到了啊，我以为要十一月了。[爱你][爱你][爱你][爱你][爱你],1
3324,今天中午小睡了一小时，发现能在办公室平躺下来做一个美梦，太幸福了。,1
3325,谢谢朋友送的礼物，太贴心了。,1
3326,恨嫁就是封建，同工同酬就是男女平等，我都太不同意了。,0
3327,邱添一赛季报销了，小臂骨折，在医院暂时夹板固定，回上海手术，矫正时候痛不欲生呀，弯掉的小臂要板直，多灾多难得申花。,0
3328,看着邱添一痛苦的样子，我也心痛呀，年轻人好不容易打上主力。,0
3329,曾经有一个别墅摆放在我面前 我没有好好争取珍惜 当我失去的时候我才后悔莫及,0
3330,人世间最痛苦的事莫过于此 如果上天能够给我再来一次机会 我会对着那个别墅说我爱你,0
3331,如果让我在这氛围上加个期限 我希望是一万年,0
3332,如果让我在这氛围上加个时间 我希望是永远,0
3333,第二天也就是今天哈哈我发烧了！,1
3334,我舍不得告别肖云飞。,0
3335,感谢导演赵文忻，杨新宇导演！,1
3336,"一熊猫因打群架造成腿骨折，为方便治疗所以将伤处绒毛全部剃光,粉红色的屁屁，没毛的尾巴，哈哈,流氓!!!",1
3337, 嗯嗯，枪毙一百次也不过分,0
3338, 人贩子必须枪毙！,0
3339,必须的必！,0
3340,操[怒][怒][怒],0
3341,"最近这段时间,非常忙,相当忙,总觉得许多事没有落实到位,总是给自己太高的期望值,不过我相信,我的同事们,一定非常棒,一定会超水平发挥,一定让我们的十年台庆盛典圆满成功.",1
3342,祝福我们吧!,1
3343,2012快点来吧 到那时就再也不用坐在电脑前没日没夜的干活了 在海啸来袭之前 烤上二十个腰子 面对滔天巨浪 干掉最后一瓶啤酒 狂哮一声 我cao你妈 也算给我凡俗的人生画一个铿锵的句号,0
3344,转：毛少将是所有红后代里面最好的……,1
3345,你看他既没有把持中国的电力，也没有在金融房地产呼风唤雨，更没有操控石油，也就是穿了身特大号军服而已；而且唱歌的都能当少将，主席的孙子怎么就不能当了？,1
3346,多好啊！,1
3347,新宇是个好青年！,1
3348,原来这个星期休假与不休假是一样的，也是最早6点才能走[泪][泪][泪]现在就希望6点后还来得及坐车[可怜][可怜][可怜],0
3349,这位就是从小照顾我长大的，一直守护在我身边的，那位慈祥的母亲。,1
3350,在日本的8年还是让您操心了。,0
3351,读卡器坏掉了，啊，这是要逼疯我，嘎好了。,0
3352,下东西也下不成为令人，我的天哪，气人莫？[抓狂] [泪] [黑线],0
3353,现在，最让我放心的酸笋就是自家在桂林用清清的泉水泡的酸笋，既好吃，又安全，在南宁是绝对泡不出这种味道的酸笋的。,1
3354,不想要这种心态，想赢，更想展示一个最自信的自己给你,1
3355,哈 我明天就往那里出发啦 呆最少一周 呵呵,1
3356, 鼓浪屿真不错，咱们一起去旅行！[欢欣鼓舞],1
3357,我内牛满面了，一锅两制你还能理解么。。,0
3358,不出境就代表是内个贱货的了？,0
3359,什么玩意！,0
3360,用了人家的狗就是自己的了？,0
3361,要是占了人家茅房 主人拉的屎内个贱货也得收藏了啊？,0
3362,她不懂人事！,0
3363,你们也不懂？,0
3364,别因为一个贱货把自己的招牌砸了！,0
3365,干点人事！[挖鼻屎],0
3366,李晟敏呐，你知道我们在就好，有人TM的贝戈戈我也管不着，就这样吧。[gif],1
3367,[嘻嘻] 看者发财！！！,1
3368,有木有！。。。。。。,1
3369,然后我变成了他们的哥哥，最终成为他们的叔叔的时候， 我感受到了岁月 ！！！,0
3370,"果子去了,期待视频!",1
3371,"----现场的同学们,保护残疾人啊~",1
3372, [嘻嘻] 我马上就到 吼吼~~~,1
3373,唉。。。,0
3374,[衰][衰][衰]还听错了问题。。。,0
3375,杯具。。。[泪][泪][泪],0
3376,去年在很困难的情况下完成了三大任务，不仅供完了房子，拿到了驾照，而且还找到了我一直要等的人。,1
3377,2月14要到了，媳妇儿，你说你想要什么？[花],1
3378,永生官网行程更新：110416 KBS〈Happy Together3〉录制 我们的许歌手要回来了~大家多多期待 多多支持哦~,1
3379,现在心脏就咚咚咚跳得快到不行。,1
3380,快点要十二点吧，一刻都等不了了！,1
3381,迪士尼入侵上海，喜羊羊死哪去了？！,0
3382,你这个没用的东西，还不快去纽约也围个羊圈，不然送你去灰太狼那里，做成羊肉串、羊毛衫、羊羔体……哼,0
3383,以前那些拆迁后回迁的可真是享福了！,1
3384,看日本地震的新闻，给我的最大震撼就是，办公室里的所有人，在房子剧烈晃动的情况下，没有一个人跑出去，而是扶着并保护办公室里的东西，防止倒下来，然后还有人拿着摄像机手机拍摄地震画面。。。,1
3385,我去。。,0
3386,真是够了！！！,0
3387,小龙酱你也算是经纪人界的奇葩！！！！！,0
3388,(ノ=Д=)ノ┻━┻ 你妹的会不会说话啊！！！！！,0
3389,表示睡前可以用手机客户端发个微博的感觉真好。,1
3390,[做自己喜欢的事，让喜欢的事变的有价值。],1
3391,晚安。,1
3392,好梦。,1
3393,[PIER 39]开门见山，这家店一定要去吃面包汤！,1
3394,当时我就震惊了！！！,1
3395,就这家了！,1
3396,东西的量都很大，一盆东西可以3个左右朋友一起Share。,1
3397,在居家风水中镜子敢不要正对着床位，首先对夫妻双方不利，更重要的是导致招小人，因此一定要引起注意。,0
3398,不过没人搭伙[泪],0
3399,如果可以，我真想和你一直旅行。,1
3400,或许吃得不好，可是却依旧为对方擦去嘴角的油渍。,1
3401,重要的是，你在我的身边！[心],1
3402,春节给爷爷家买的水仙已经怒放！,1
3403,哈哈哈，今天也是我奶奶的大寿，老人家过正月初八，今年正好跟我同一天！,1
3404,祝奶奶身体健康！,1
3405,万事如意！,1
3406,恭喜Robbie！！！！,1
3407,伊到底是想把哥弄感冒了還是想把哥弄失眠呢？,0
3408,什么狗屁一样的早晨！！！,0
3409,我决定下午的课tmd全不上了！！！！,0
3410,我要回家！！！！！！！！！！[怒][怒][怒][汽车][汽车][汽车][飞机][飞机][飞机][弱][弱][弱][自行车][自行车][自行车],0
3411,"然每次进去我浑身不自在,那超市,面积不大,可懒洋洋的服务员有二、三十个。",0
3412,"~~~东西贵,是养人成本高吧?",0
3413,呵呵 早安 各位！,1
3414,宽屏电脑害死人噢…,0
3415,圆都椭圆！！！！！！,0
3416,作业做死人噢！！！！！！！,0
3417,三百标志一点都不多给课余时间做！！！！！！！,0
3418,课上作业另外来噢！！！！！,0
3419,做不完肿么办噢！！！！！！,0
3420,咆哮泓[抓狂],0
3421,可是到了现在我忽然发现他们不打架了，妈的。。,0
3422,勤奋小人被打死了。。。。[奥特曼] [泪],0
3423, 回复@陈宝存:呵呵，你好久看见大爷遛鸟啦，大爷在溜微薄，呵呵,1
3424,但我就是无原则支持她，此期间我尽量无视挑事儿的，只要不太过分[挖鼻屎],1
3425,4月份已完成七站的推介活动，感谢贵方支持！,1
3426, 预祝成功！,1
3427,别这么批评~想着汶川地震时温总理在寒雨里站着废墟旁蹲着....,0
3428,这样批评会觉得对不起温总理以及像他一样的那些好人们[手套],0
3429,书中有中国诗人杨子的一首诗，我很喜欢，摘一段：我和那些和我一样戴着假面的人朝夕相处，我也和你们看不见的朝霞，白羊和花朵朝夕相处，我的假面并没有将我变成时光的囚徒。,1
3430, 这才是真正的永乐款，有底款的，有心款的。,1
3431,但有些图该发有些图不该发，这个平衡点自己找不到么！,0
3432,烧饼么！,0
3433,擦！,0
3434,真心看不起！,0
3435,"想你,是一种痛,隐隐的痛，不常来,却挥之不去;想你,是一种,刻骨铭心的痛,不常来,却仍深刻;想你,从不知疲惫,却极痛,撕心裂肺...",0
3436,"痛苦的不是过去,而是记忆！",0
3437,为什么会在一个人身上看见另一个人的影子？,1
3438,人与人之间的相似除容貌意外的神似已经是很神奇的事情了！,1
3439,为什么竟然会有同样的伤疤在手臂上？,1
3440,在家听滚石30年精选一样很惬意,1
3441,家里没人 就好一个人大声大声的唱歌了 、、、[酷],1
3442,疯狂到可以唱唱笑笑哭哭唱唱 这是肿么了,1
3443,曾经我不幸福，是因为我还未放下，沉浸在痛苦之中，如今我学会了遗忘，明白只有放下，我才会幸福！,0
3444,美好的回忆，只是偶尔瞬间出现在嘴角的那一丝微笑，笑着忘了吧....,0
3445,擦干最后为你落下的眼泪，与昨日挥别，爱，已成往事......,0
3446,在不触犯别人的利益下都HIGH起来吧！,1
3447,让我的周五必HIGH症发作的更猛烈些吧！！！,1
3448,把憋在心里的话一次过说出来真的很舒服。,1
3449,好爽啊~ [开心][开心][开心],1
3450,舒服舒服~,1
3451,你们就慢慢回忆吧，而你的前女友正在和另一个长的不如你但是钱多的能砸死你的男人谈着她那段操蛋的爱情,0
3452,哇！,1
3453,明星身价大揭密！,1
3454,只能说熊猫族的小熊猫太可爱。。。。,1
3455,气温3度，小雨淅淅，怎一个惨字了得。,0
3456,恶心，看看私募的成绩单：有资格预测股市吗？,0
3457,什么废话、弱智的话也往网络上搬？,0
3458,都是弱智吗？,0
3459,时间流里，冲走生命，回顾2008，祈望和平，和谐世界，平安众生，永息争战，合作共赢，地球象生命一样脆弱，经不住众生折腾!,1
3460,看着满屋子需要收藏的厚衣服和满屋子需要洗的脏衣服脏袜子，无从下手，情何以堪，幸好今天晚上没有课，只有大洗了，唉……,0
3461,一次四百，包夜七百。,1
3462,好歹丢失后的归还率是99.9%，找不到手机就永远都找不到了[委屈] ……,0
3463,这个节真是凶多吉少，怪不得阑尾近日一直在隐隐作痛。,0
3464,发克发克发克发克发克发克！,0
3465,大家中秋快乐！！[團] [園],1
3466,可怕，中药比西药更不安全。,0
3467,原来药农处理药材居然都是用工业硫磺熏蒸！,1
3468,所以，检测出的毒性比西药还大！,0
3469,本知是药三分毒的道理，所以尽量少吃西药，觉得中药就是动物植物入药而已，所以没有忌讳，哪里想到，我们吃进了更毒的药！,0
3470,不捐的骂捐的装什么孙子呀？,0
3471,可是，谁给你们权利去随便拍乞讨人的照片，然后发布在网上的？,0
3472,难道乞讨就没有尊严，可以让你为所欲为吗？,0
3473,回复@青岛KONA咖啡:为了给客人提供专业、纯正的咖啡，咱真下了本了，呵呵！,1
3474,支持！,1
3475,多少年旅游都不跟团，这次算是半跟团，还是一样像幼儿园小朋友让导游牵着走…,0
3476,起那一大早，走庸俗的路线，听导游背熟到没有逗号的话…,0
3477,为什么那么多年我们的旅游业没有一点进步，总让跟团得我们觉得旅游是遭罪？,0
3478,各种困各种累…,0
3479,哈哈，偏偏我们就这样心甘情愿滴被骗，还回味无穷～～,1
3480,一场灾难，多少人妻离子散；一场浩劫，多少人撒手人寰？,0
3481,迷失的自我，请多一些拥有，少一些贪欲，看破放下，感恩惜福！,1
3482,我不愿去想它，明天醒来会在自己软软的床上，可以吃生力面，可以不做蛋糕，可以不再微笑，也可以尽情大笑，我没有什么要来深究的理由了,0
3483,那确实，为了五只那钱花的如流水啊，也不在乎贵不贵了，今年光哥五个的专辑我就败了多少钱啊！,0
3484,哥仨的要买，哥俩的也不能落下，天啊快合体吧，我经不起这么放血啊！,0
3485,大连没个好.,0
3486,今天下午，从土山湾博物馆出来后，再次来到南华春堂，位于徐家汇光启公园内的徐光启纪念馆，为自己的工作和研究而探求历史的记忆，，，每年的清明，我都会来此参加祭奠光启先生的活动，缅怀他的丰功伟绩，我认为，海派文化的发祥，最早可追溯到徐光启，他是我最敬仰的上海历史伟人，，，,1
3487,经常做梦，梦见高考，数学太差，考不起大学，在梦里，彷徨失落慌张焦灼苦恼烦闷郁结。。。。。,0
3488,你不知道，我那颗心瞬间释放压力500万倍！,1
3489,那一刻，太幸福了！,1
3490,骗子如何有工作牌在行李大厅里明目张胆行骗？,0
3491,男人用情太专一了：18岁时喜欢18岁的，28岁喜欢18岁的，38岁喜欢18岁的………,0
3492,至死不渝！,0
3493,想到铁生曾经受过的痛苦真的太难过了，当我们读他的书，有谁想到他是在怎样的困境中写下的呢？,0
3494,他给我们留的除了文学，还有一份感动。,1
3495,我会保存这些，因为在我心里他没有远去……,0
3496,另外，我瞅了下那排场，那阵仗，卧槽！,0
3497,也忒小了点吧，怎么说咱也是国家队大佬，能不能给搞个华丽点的啊，就那么稀稀拉拉几张纸加根烟花棒，很丢人的好伐。,0
3498,朴北鼻眼睛蒲扇的样子真心的扼杀了我~~~[惊哭] 还有喉咙处小肉肉缩上去的感觉~也好喜欢的~~[惊哭] 北鼻啊~~~~,1
3499,由于是在没有互联网时代，我听的是短波，那吱吱咋咋的信号干扰，那吱吱咋咋的DJ和听众的调侃，搞得我这个大陆听众有些不好意思。,0
3500,我可以很负责的说这位副厅长黄庆荣绝对是历史上所说的奸臣，当初主动提出要给毛主席制造瓷器的是他，现在反过来讲毛主席坏话的还是他，他是什么人呢？,0
3501,小人，奸臣。,0
3502,人渣,0
3503,请选折圆通速递 @圆通速递官方微博 ，保证你发什么丢什么！,0
3504,至少我身边的人和看着我微博的人不会在选择你们这个垃圾公司，东西丢了都你妈跟我装傻，还跟我来句实在抱歉！,0
3505,我抱你妈呀抱！,0
3506,不让他们知道微博多强大我都不是他亲爹！,0
3507,〈辽宁抚顺国土局女贪官贪贿1.45亿被批示为三最》《上海原房管副局长陶校兴被曝拥有30套房》《3大领域成医疗腐败发案集中区 温州23医院高管落马》《网曝最牛烟草局长双重身份倒名烟 月吃公款百万》等等这类的巨额商业贿赂贪污腐败，又助推了几个百分点的物价指数和侵蚀了普通职工多少个百分点的薪酬呢,0
3508,大家元旦快乐！,1
3509,累。。。,0
3510,看来，今年又是忙碌的一年了，呵呵。。。,0
3511,酒店虽然不错，但是我第一次看到这么奇怪的酒店，要到房间，先要电梯或步行上一层，穿过途中的走廊，再坐电梯或步行下两层才能到房间。,1
3512,其实吧，悲伤在我心中，欢乐只是我的伪装。,0
3513,希望能够帮到需要的人！,1
3514,多关心身边的朋友，多关心身边的亲人，感恩这一年的时光，感恩阿里，祝福阿里能做一家持续发展102年的公司！,1
3515,我喜欢早晨，喜欢这总是新一天的开始。,1
3516,大家一起加油！,1
3517,母亲节的怀念。,1
3518,就是他是數學科代表，你會爭取做語文科代表;他拿全班第一，你會爭取拿全班第二....這就是我們的愛情，平淡卻真實!,1
3519,五周年，深愛依然!!,1
3520,他说，拜托，我们和你们异性恋面临的困惑是一样的！,1
3521,外婆煲了她自己晒的蛇舌草给我，暖心,1
3522,2月杂志上市啦！,1
3523,我们祝天下男人和女人，都更勇敢爱、相信爱、好好爱！,1
3524,其实如果可以的话，我好想亲自去见见小花啊！,1
3525,可是刚看完演唱会回来的我，已经很穷了。。。,0
3526,希望你能快乐！,1
3527,你们的杂志办得不错啊。,1
3528,哈哈。,1
3529,封面设计风格还是第一次见到，有耳目一新之感。,1
3530,"看了人艺重排大戏＜蔡文姬＞,真的不错。",1
3531,女主角于明加难得一位大青衣，曹操的扮演者濮存昕演绎得轻松潇洒。,1
3532,但瑕不掩瑜，还是值得一看的好剧目[电影],1
3533,最近狗狗的毛张除了些，呵呵，很期待长长啊。,1
3534, 回复@那笛NADI:没事，保暖做的很好，我现在不溜他，他才4个月，还小呢，呵呵，等一两个月后我带着他找你去，哈哈  回复 @影视浩天:好的好的。。,1
3535,宝贝得多难过呀,0
3536,山路跑好车是交通厅长的荒谬逻辑，除非你没有把山路修好，否则什么车都可以跑。,0
3537,山路上跑老百姓的车就不存在安全问题吗？,0
3538,不顾老百姓死活的官员该下台了！,0
3539,推荐哦~总统也是人呐~,1
3540,对@北大新媒体 说：创意研究中心，非常好。,1
3541,我委屈的想…,0
3542,想…,0
3543,我被我爸打都没有现在这样委屈过！！,0
3544,心里憋屈的想哭…,0
3545,眼睛里却笑出了火…,1
3546,唉…,0
3547,哇哇哇~ 香港闯关生孩子神马的都逊毙了，看看台湾，拥抱HELLO KT，妈妈们顿时忘记疼痛了吧？,1
3548,哈哈！,1
3549,亚西娅和塞巴斯蒂安的成果太惊人啦！,1
3550,今天采访，虽然事情不是很大，也不是很复杂，但是需要联系很多人，于是打了46个电话，到中午12点半，饿了，此时正好在吴中西路，于是就和老徐去吃这个快餐，真很好吃，于是我得出一个真理，哪里的快餐好，看哪里的出租车司机多。,1
3551, 天天都是这种新闻...,0
3552,公交车上一年轻女子眉飞色舞的对同伴讲述她前几日陪一个朋友拿着两仟块购物卡去消费，眼里放射的光芒让我惊竦，……………,0
3553,这么多年了 我很感谢这个嗜好,1
3554,虽然确实有点儿造吧 哈哈,1
3555,是啊，完全同意。,1
3556,江南鱼米之乡啊。。。。。。,0
3557,快去吧，坚强的活下去。,1
3558,姐姐，做的好哈哈哈,1
3559,抱歉各位，今天晚上没什么好消息，我只是尽量让大家知道多一点，我心情也很沉重，我家人还有两位留在东京不愿意回来。,0
3560,另外，今天晚上，日本的核安全部门透露一号堆里面最多已经有70%的燃料棒已经破坏，但是他没有说是熔化还是破损,0
3561,今天，除了感动，开心和感恩之外，最大的感触就是...,1
3562,有朋友真好！！,1
3563,[爱你][爱你][爱你]等你们，不见不散！[嘻嘻][嘻嘻],1
3564,我森森的赶脚后者的可能性会比较大[衰] 额米豆腐~~~ps：不许@ 老曹哈！！,0
3565,谁敢@ 我揍谁！！！,0
3566,5600RMB啊....,1
3567,第一次看见我拍的照片被放在报纸很明显的位置，心情却是很异样，没法形容，希望真的可以帮到忙…,0
3568,摄影女纸就是躲在镜头后没人给你拍照 被拍了也只有侧脸背面照的苦逼妹！！,0
3569,不过红帽子什么的真高兴~ [害羞]  辛苦今天参与外拍的每一位模特跟师弟妹 鞠躬~ 谢谢你们配合我们退休前的最后一次疯狂。,1
3570,广告卖起来！[嘻嘻] ,1
3571,小朋友今天回娘家了，我又是留下来的人，小失落~[可怜] 明天的明天我又要开始去上课~悠闲的日子快到头了[衰],0
3572,报好听的专业总没有错，家长也高兴，殊不知，四年后什么也干不了时，你能去责怪中学老师吗！,0
3573,55555555555泪奔看图不解释,0
3574,这可是中兴为TD开发的第一款智能手机，总体上和V880类似，但是硬件配置要低些，还是用的是广受批评的ophone系统，最可笑的是比V880还贵了那么好几百块。,0
3575,上当的多是退休老人，简直就是坑人不偿命！,0
3576,所以你就会看到同一个厂家的药品在医院的价格是普通药店价格的5倍！,0
3577,你的生命里有没有这样一个人，总是在你最无助的时候出现，宁可让自己受委屈也要帮你解决问题，就算知道你早已心有所属，也强扯出微笑说不介意，这个人知道你喜欢什么讨厌什么，知道你所有的缺点，但，还是喜欢着你。,1
3578,刑法与民法都应当全民普及，国家法律是每一位公民都应该随处可学，随处可搜索的法律文书知识库，而不是某些人封锁国家法律知识库进行变相向公民卖钱的工具。,0
3579,为了让你尽快康复，我刚才喝了你的神茶，就当是你给我倒的吧！,1
3580,[偷笑] 估计你这个是戳了一下，要养几天才成。,1
3581,他将亲身前去参加救援，不仅出力还要出钱----大河向东流哇，天上的星星参北斗哇，说走咱就走哇，你有我有全都有哇！,1
3582,哇靠，刚刚！,1
3583,是女孩子的梦幻时光呢：）,1
3584,还怕不乖了就不带我玩儿了呢~死@Adda许小添 就是嫌我哭得烦不搭理我了[泪] 我这疯小孩正要以你为榜样转型，你怎么要改变路线了？,0
3585,加油！,1
3586,好好妈妈！,1
3587,生日快乐[蜡烛]你最棒了！,1
3588,永远幸福快乐！,1
3589,  Cc生日快乐！,1
3590,[蛋糕]婴舒宝很荣幸与你合作！,1
3591,加油！[赞],1
3592,起来了[晕]，中午不吃饭了[哼]，下午排球必须过[奥特曼][奥特曼][奥特曼][奥特曼][奥特曼]，爱我想我保佑我,1
3593,居然在一天之内，接连得到导师和教练两个人肯定！,1
3594,真的很兴奋——人无论多大年龄，被人肯定，总是快乐的！,1
3595,尤其那是自己崇敬的人！,1
3596,KTR-朴特:我现在真的很寂寞 跑行程就只有我一个人了嘛 我很寂寞 真的很寂寞阿 不是录着综艺节目麽 我却觉得很空虚 .,0
3597,"宿舍也空荡荡的, 就只有我和希澈xi了.",0
3598,"楼上只剩下艺声xi, 谁都没有了.",0
3599,决定存多少钱是个战略性决定，结果这帮SB却指望靠女人一次凝视显示器然后去存钱的冲动来实现，我承认他们选择女人这一点是对的，除此之外这方案是一坨屎，女人看到老了的自己就想到存钱？,0
3600,乔布斯说的对，人们的想法要么就是极其伟大，要么就是狗屎不如，大多数显然属于后者,0
3601,这份总结陈词，真霸气。,1
3602,昨天又用了五个多小时，终于换了个我很满意的发型！,1
3603,多谢Massa的@Kinglee李 愉快的合作！,1
3604,漂亮吗？[理发][按摩][美甲],1
3605,@王铖铖铖铖铖铖 铖铖 生日快乐诶~全傻的，今天就不说你~[蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕],1
3606,获悉，我国今年铁路投资规模超7000亿！,0
3607,偶吧转圈圈转圈圈[偷笑]今天好二啊，走错方向神马的普哈哈！,1
3608,你方向感真的不强[挖鼻屎]偶吧我喜欢你的包包[太开心],1
3609,此时已经无法言语我的心情了 看着那熟悉的中文在屏幕上显示 3天以来的奋斗与不放弃 我成功了。,1
3610,[泪] 感谢群里面的大大与论坛上的大大,1
3611,昨天一时兴起给儿子画了个兔子，结果王晓晓小盆友说：妈妈你这个兔子是不是有点吓人啊。,1
3612,今晚我很受伤，因为最终@刀郎 没有联系我，我也没能够参加他今晚五棵松的北京演唱会。,0
3613,我搞不懂为啥我留了联系电话后，未得到任何回音？,0
3614,[星光][星光]画了好久的，终于画好了，玛丽莲梦露。,1
3615,[花痴][花痴]家里好多副油画了，继续加油~[星光][星光],1
3616,撑死了!!!!!!!!!!!!!!!!!!!!!!!!!!,1
3617,胃要爆了!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!![惊恐] [惊恐],1
3618,撇开整人不说，默默为哥哥祈福！[祈祷],0
3619,回复@夜夜工体:呵，工体，现在都不太讲究了，活儿多很粗糙，很难吃到鲜美的馄饨了,0
3620,加油～！！！,1
3621,违法滥用权力如此普遍，刑事诉讼法草案的目的难道是将非法行为合法化？,0
3622,一生的一段时间不能到纽约生活有点遗憾，因在纽约就如同你在驾驶座或副座，虽然有点累，但总比后座的人看得多，当然依中国人的天性爱坐副座，但总有人喜欢驶驾，喜欢选择，总之，喜欢自由，虽然要考驾照，学驾驶，还要注意力集中，保持体能状态——但纽约可享受驾驶过程，也没耽误看景及别的，视野好啊,1
3623,顺利到达希思罗机场！,1
3624,"wow, 显然黄金周就要来了，小小的火车售票处一大早就排了近200米的长队，而且，每一分钟都在变得更长。。。",1
3625,进机场前先到附近吃野味，那叫个彻底，那叫个爽：猪是野的，鸭肉是野的，蔬菜是野菜，上来的米饭也是野饭，连上菜的服务员都是野人。,1
3626,好，一会儿开飞了！,1
3627,她感到了很大压力。,0
3628,她沮丧，睡不好觉。,0
3629,每天看到国人权益受践踏，被拘禁，被狗官压迫，被城管殴打，脑残儿不站出来爱国。,0
3630,别的不讲，家宝的样子还是蛮可爱的。,1
3631,就是在吃干巴巴的西式面包吃到绝望的时刻，中国名牌榨菜从天而降，两者搭配在一起的口感，香死个人了，奢侈之极，呜呜、、、,1
3632,到目前为止感觉很好，以邓小平为中心线索叙述＂逮捕四人帮＂前后的历史，详尽，冷静，引用资料极多。,1
3633,他个人观点我不一定同意，但赞赏其严谨。,1
3634,我走了，兄弟姐妹们，我爱你们，我一定会恢复的！！！[抓狂],1
3635,哈哈....,1
3636,某天上街，见一雷人车屁股写着：驾校开除，自学成才，租的车，买的证，没保险，刹车油门分不清，车祸33次，32胜1平，0败，其他车均闻风而逃。,1
3637,2011的第一天，第一份祝福送给亲爱的正洙。,1
3638,五辑大发！,1
3639,唯恋和正洙一直在一起！,1
3640,2011 带着你很爱很爱的小少年们继续加油吧！！！,1
3641,场子非常合适 很清楚灯光足 保证你座最后一排也没有遥望感 绝对亲切！,1
3642,为方便观展乘客，地铁15号线国展站准备了7000余件免费雨衣，然而就在工作人员发放雨衣时竟遭哄抢，而这些免费雨衣出得站外，便被游商以每件10元的价格向路人兜售。,1
3643,[衰]一声叹息,0
3644,几十年过去了，几届领导人对南海问题都没有任何创新，还一声不吭，几乎就是丧权辱国。,0
3645,我就笑了　那么早起来。,0
3646,实在不懂极地老师有没有常识　硬是要去看考场　星期五小学都在上课。,0
3647,谁他妈会让你去看？,0
3648,我笑了　你带我们去看别人校门建的有多好看吗。,0
3649,以后要早睡了[泪]Hjz、以后十二点之后就没人管你，没人跟你玩摔角，没人跟你争电脑抢Iphone[泪]我觉得你好可怜呐[泪][泪]但十二点前你就不要跟我争…,0
3650,知不知道啊？？？[酷],0
3651,原来米国也跟我们村似的，有些人几百亿的交易一分钱税不用交，小老百姓银行里拿几块钱利息要交20%利息税。,0
3652,等到某月某日，你我变成陌生人，那就什么都没有了。,0
3653,那时候我会对你说 ：祝你幸福！,0
3654,这句话或许很乏味，但是我把对你所有的感情都灌进去了。,0
3655,你带着这句话，离开吧。,0
3656,五一小长假就要来了。,1
3657,对此，我有三愿：一愿长假期间所有的收费公路一律免费，让所有的收费人员届时全部回家休假。,1
3658,二愿所有的收费景点，维持原价，不再乘机疯涨。,1
3659,三愿景点城市和景区的餐饮业，照常公平交易，不要乘机宰客。,1
3660,今天是母亲节，在这祝两位妈妈节日快乐，还有姑姑和奶奶也节日快乐！,1
3661,希望在微里，祝福她们，祝福所有的母亲身体健康,1
3662,[大哭]好感动！,1
3663,[惊恐]今天完全震撼了！,1
3664,[鲸鱼]谢谢你们这片蓝色海洋[海浪]！,1
3665,机场安检时看着你们真的很舍不得！,0
3666,[可爱]以后还可以看见你们吗？,0
3667,重庆！[强],1
3668,雄起！,1
3669,苏妙玲！[强壮],1
3670,雄起！,1
3671,"你懂得""她的目光来回在他们俩之间扫荡然后咆哮:""滚!",0
3672,你们滚!,0
3673,"祝你们白头偕老,断子绝孙!",0
3674,今晚我会坐在电视机前为拜仁慕尼黑欢呼，我相信他们可以做到击败皇马闯进决赛！,1
3675,被花瓣包围的外婆真美，那一刻，是我一生永不退色的圆满。,1
3676,忽然好伤心。,0
3677,哭了。,0
3678,本来，打死我都不相信《木兰从军》，木兰从军怎么可能不被发现呢？,1
3679,后来认识了李宇春，我终于知道，哦！,1
3680,"慢慢才知道,很多东西是可遇而不可求的,很多东西只能拥有一次；",0
3681,"慢慢才知道,快乐常常来自回忆,而痛苦常常来自于回忆与现实的差距。",0
3682,尤其是4和7，现在最严重的是12，经常导致我失眠。。。。,0
3683,可咋整，只要自己在家晚上都要打开所有的灯收拾屋子擦地，弄的自己一身汗，不干就不舒服[抓狂],0
3684,他要说的话都通过腾讯博客的文章说了，真诚感谢网友的关心，不论支持者还是反对者。,1
3685,祝各位正常发挥，考试顺利！,1
3686,梦想成真！,1
3687,除了工资，身边的一切几乎都涨价了，但是我们依然需要坚强的活下去，因为墓地现在也涨价了。[泪],0
